"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"2B","Jason Kipnis",4300,"Cle@Min 08:10PM ET",0,"Cle",NA,NA,NA,0,NA
"3B","Miguel Sano",4300,"Cle@Min 08:10PM ET",11,"Min",6.63,NA,7.87,7.7,NA
"OF","Gregory Polanco",4300,"Pit@StL 07:15PM ET",7.4,"Pit",NA,NA,7.65,8.1,NA
"1B","Chris Carter",4300,"CWS@NYY 07:05PM ET",4.429,"NYY",5.82,NA,8.83,7.1,NA
"OF","Melky Cabrera",4300,"CWS@NYY 07:05PM ET",6.5,"CWS",6.47,NA,7.55,7.2,NA
"SS","Francisco Lindor",4200,"Cle@Min 08:10PM ET",12,"Cle",9.03,NA,8.98,8,NA
"SS","Aledmys Diaz",4200,"Pit@StL 07:15PM ET",8.083,"StL",7.04,NA,8.09,7.4,NA
"OF","Stephen Piscotty",4200,"Pit@StL 07:15PM ET",7.8,"StL",7.15,NA,7.61,7.4,NA
"3B","Kyle Seager",4200,"Mia@Sea 10:10PM ET",5.923,"Sea",7.23,NA,7.81,8.2,NA
"1B","Albert Pujols",4200,"LAA@Hou 08:10PM ET",6.071,"LAA",6.9,NA,7.71,6.6,NA
"2B/OF","Ben Zobrist",4100,"Mil@ChC 08:05PM ET",7,"ChC",7.16,NA,7.74,6.8,NA
"1B/OF","Matt Holliday",4100,"CWS@NYY 07:05PM ET",5.75,"NYY",7.44,NA,8.68,6.8,NA
"2B","Rougned Odor",4100,"Tex@Oak 10:05PM ET",7.667,"Tex",7.69,NA,7.47,8,NA
"OF","Shin-soo Choo",4100,"Tex@Oak 10:05PM ET",7.3,"Tex",NA,NA,NA,NA,NA
"OF","Khris Davis",4100,"Tex@Oak 10:05PM ET",11.5,"Oak",7.82,NA,8.62,7.7,NA
"OF","Christian Yelich",4100,"Mia@Sea 10:10PM ET",9.167,"Mia",6.57,NA,8.16,7.3,NA
"3B","Alex Bregman",4100,"LAA@Hou 08:10PM ET",6.167,"Hou",6.94,NA,8.99,7.6,NA
"OF","Matt Kemp",4100,"SD@Atl 07:35PM ET",15,"Atl",NA,NA,NA,0,NA
"2B","Jose Ramirez",4000,"Cle@Min 08:10PM ET",10.167,"Cle",7.19,NA,8.02,7,NA
"OF","Max Kepler",4000,"Cle@Min 08:10PM ET",7.75,"Min",6.76,NA,7.45,8,NA
"OF","Brett Gardner",4000,"CWS@NYY 07:05PM ET",8,"NYY",NA,NA,8.06,6.9,NA
"3B","Adrian Beltre",4000,"Tex@Oak 10:05PM ET",0,"Tex",NA,NA,NA,0,NA
"2B","Dee Gordon",4000,"Mia@Sea 10:10PM ET",8.25,"Mia",5.81,NA,9.1,7.3,NA
"C","Evan Gattis",4000,"LAA@Hou 08:10PM ET",6.571,"Hou",5.57,NA,1.99,1.8,NA
"1B","Joe Mauer",3900,"Cle@Min 08:10PM ET",4.545,"Min",5.62,NA,6.6,6.1,NA
"OF","Keon Broxton",3900,"Mil@ChC 08:05PM ET",4.909,"Mil",4.55,NA,6.41,6.2,NA
"OF","Randal Grichuk",3900,"Pit@StL 07:15PM ET",5.333,"StL",6.16,NA,6.76,6.6,NA
"SS","Tim Anderson",3900,"CWS@NYY 07:05PM ET",4.4,"CWS",NA,NA,7.77,7.3,NA
"OF","Jacoby Ellsbury",3900,"CWS@NYY 07:05PM ET",7.833,"NYY",5.93,NA,8.03,6.4,NA
"OF","Aaron Judge",3900,"CWS@NYY 07:05PM ET",8.818,"NYY",6.66,NA,7.27,5,NA
"C","Jonathan Lucroy",3900,"Tex@Oak 10:05PM ET",5.889,"Tex",6.52,NA,6.61,6.4,NA
"OF","Rajai Davis",3900,"Tex@Oak 10:05PM ET",6.636,"Oak",6.39,NA,9.35,6.7,NA
"OF","Carlos Beltran",3900,"LAA@Hou 08:10PM ET",5.083,"Hou",6.48,NA,8.35,7,NA
"OF","Kole Calhoun",3900,"LAA@Hou 08:10PM ET",5.714,"LAA",7.01,NA,7.59,7.4,NA
"1B","Adrian Gonzalez",3900,"Ari@LAD 10:10PM ET",4.714,"LAD",6.7,NA,6.55,6.5,NA
"OF","Yasiel Puig",3900,"Ari@LAD 10:10PM ET",10.571,"LAD",7.45,NA,7.16,6.9,NA
"1B","Kennys Vargas",3800,"Cle@Min 08:10PM ET",0,"Min",NA,NA,NA,0,NA
"OF","Robbie Grossman",3800,"Cle@Min 08:10PM ET",8.4,"Min",6.73,NA,1.49,4.5,NA
"1B/OF","Eric Thames",3800,"Mil@ChC 08:05PM ET",13.455,"Mil",8.49,NA,7.32,7.1,NA
"OF","Domingo Santana",3800,"Mil@ChC 08:05PM ET",7.333,"Mil",5.1,NA,6.33,5.2,NA
"1B","Mike Napoli",3800,"Tex@Oak 10:05PM ET",5.583,"Tex",6.67,NA,7.29,6.5,NA
"OF","Carlos Gomez",3800,"Tex@Oak 10:05PM ET",6.833,"Tex",7.41,NA,7.87,7.2,NA
"OF","Cameron Maybin",3800,"LAA@Hou 08:10PM ET",7.1,"LAA",6.03,NA,6.69,5.7,NA
"2B/3B","Logan Forsythe",3800,"Ari@LAD 10:10PM ET",5.769,"LAD",7.32,NA,7.32,8.1,NA
"OF","AJ. Pollock",3800,"Ari@LAD 10:10PM ET",6.75,"Ari",7.31,NA,NA,8.7,NA
"OF","Joc Pederson",3800,"Ari@LAD 10:10PM ET",6.077,"LAD",5.15,NA,1.66,2.3,NA
"OF","Ender Inciarte",3800,"SD@Atl 07:35PM ET",9.545,"Atl",6.74,NA,8.29,6.9,NA
"OF","Eddie Rosario",3700,"Cle@Min 08:10PM ET",3.545,"Min",4.74,NA,5.76,5,NA
"OF","Byron Buxton",3700,"Cle@Min 08:10PM ET",2.417,"Min",5.46,NA,6.36,7.1,NA
"2B","Javier Baez",3700,"Mil@ChC 08:05PM ET",4.091,"ChC",NA,NA,1.72,1.9,NA
"2B/3B","Jedd Gyorko",3700,"Pit@StL 07:15PM ET",7.111,"StL",5.97,NA,1.61,1.7,NA
"2B","Starlin Castro",3700,"CWS@NYY 07:05PM ET",7.5,"NYY",6.36,NA,7.09,6,NA
"3B/SS","Tyler Saladino",3700,"CWS@NYY 07:05PM ET",5.625,"CWS",6.68,NA,7.78,5.4,NA
"SS","Didi Gregorius",3700,"CWS@NYY 07:05PM ET",0,"NYY",NA,NA,NA,0,NA
"3B","Trevor Plouffe",3700,"Tex@Oak 10:05PM ET",5.167,"Oak",5.85,NA,6.48,5.2,NA
"SS","Elvis Andrus",3700,"Tex@Oak 10:05PM ET",9.583,"Tex",5.79,NA,6.13,6.6,NA
"OF","Mitch Haniger",3700,"Mia@Sea 10:10PM ET",11.923,"Sea",7,NA,7.84,6.4,NA
"1B","CJ. Cron",3700,"LAA@Hou 08:10PM ET",4,"LAA",5.61,NA,7.35,7,NA
"OF","Josh Reddick",3700,"LAA@Hou 08:10PM ET",4.333,"Hou",6.79,NA,8.07,5.6,NA
"3B","Justin Turner",3700,"Ari@LAD 10:10PM ET",9.308,"LAD",7.57,NA,7.53,7.3,NA
"3B","Jake Lamb",3700,"Ari@LAD 10:10PM ET",10.667,"Ari",7.72,NA,6.61,8,NA
"OF","Yasmany Tomas",3700,"Ari@LAD 10:10PM ET",7.273,"Ari",6.38,NA,6.34,6.3,NA
"SS","Jorge Polanco",3600,"Cle@Min 08:10PM ET",7.091,"Min",5.28,NA,6.62,4.7,NA
"C","Willson Contreras",3600,"Mil@ChC 08:05PM ET",5.5,"ChC",NA,NA,6.61,5.7,NA
"3B","Travis Shaw",3600,"Mil@ChC 08:05PM ET",8.083,"Mil",6.47,NA,6.31,6.7,NA
"3B/SS","Hernan Perez",3600,"Mil@ChC 08:05PM ET",3.909,"Mil",NA,NA,5.71,1.4,NA
"SS","Addison Russell",3600,"Mil@ChC 08:05PM ET",8.333,"ChC",6.93,NA,6.96,7.6,NA
"C","Yadier Molina",3600,"Pit@StL 07:15PM ET",5.727,"StL",6.06,NA,6.67,5.3,NA
"2B/3B","Josh Harrison",3600,"Pit@StL 07:15PM ET",6.636,"Pit",5.47,NA,6.27,6.8,NA
"1B","Greg Bird",3600,"CWS@NYY 07:05PM ET",5.125,"NYY",NA,NA,2.04,2.1,NA
"OF","Avisail Garcia",3600,"CWS@NYY 07:05PM ET",11.182,"CWS",5.96,NA,6.77,5.9,NA
"1B/3B","Ryon Healy",3600,"Tex@Oak 10:05PM ET",5,"Oak",7.02,NA,1.74,6.4,NA
"SS","Marcus Semien",3600,"Tex@Oak 10:05PM ET",6.909,"Oak",NA,NA,NA,0,NA
"OF","Nomar Mazara",3600,"Tex@Oak 10:05PM ET",11.417,"Tex",7.54,NA,7.34,7.1,NA
"1B/3B","Luis Valbuena",3600,"LAA@Hou 08:10PM ET",0,"LAA",NA,NA,NA,0,NA
"OF","Norichika Aoki",3600,"LAA@Hou 08:10PM ET",7.625,"Hou",5.16,NA,6.2,4.4,NA
"2B","Brandon Phillips",3600,"SD@Atl 07:35PM ET",9.909,"Atl",6.56,NA,7.24,6.1,NA
"OF","Nick Markakis",3600,"SD@Atl 07:35PM ET",8.727,"Atl",6.35,NA,7.49,6.7,NA
"OF","Tyler Naquin",3500,"Cle@Min 08:10PM ET",3.667,"Cle",NA,NA,NA,0,NA
"SS","Orlando Arcia",3500,"Mil@ChC 08:05PM ET",4.364,"Mil",5.58,NA,1.48,5.6,NA
"3B","Joey Gallo",3500,"Tex@Oak 10:05PM ET",8.25,"Tex",5.76,NA,6.39,5.8,NA
"1B","Danny Valencia",3500,"Mia@Sea 10:10PM ET",3.917,"Sea",6.35,NA,7.01,6.7,NA
"OF","Marcell Ozuna",3500,"Mia@Sea 10:10PM ET",12.833,"Mia",7.7,NA,7.34,6.9,NA
"C","Brian McCann",3500,"LAA@Hou 08:10PM ET",8.667,"Hou",6.14,NA,6.65,5.2,NA
"1B/3B","Jefry Marte",3500,"LAA@Hou 08:10PM ET",6.167,"LAA",NA,NA,1.62,1.2,NA
"C","Yasmani Grandal",3500,"Ari@LAD 10:10PM ET",5.75,"LAD",5.99,NA,6.46,5.6,NA
"2B","Chase Utley",3500,"Ari@LAD 10:10PM ET",1.8,"LAD",NA,NA,1.4,1.5,NA
"OF","Franklin Gutierrez",3500,"Ari@LAD 10:10PM ET",3.143,"LAD",NA,NA,NA,0,NA
"OF","David Peralta",3500,"Ari@LAD 10:10PM ET",6.364,"Ari",7.38,NA,7.03,6.6,NA
"3B","Ryan Schimpf",3500,"SD@Atl 07:35PM ET",7,"SD",5.42,NA,6.99,5.1,NA
"3B","Adonis Garcia",3500,"SD@Atl 07:35PM ET",4.364,"Atl",5.59,NA,7.42,5.2,NA
"2B/OF","Nick Franklin",3400,"Mil@ChC 08:05PM ET",5,"Mil",NA,NA,1.38,0.6,NA
"3B/SS","Jhonny Peralta",3400,"Pit@StL 07:15PM ET",1.875,"StL",4.62,NA,6.39,4.9,NA
"SS","Alen Hanson",3400,"Pit@StL 07:15PM ET",2.429,"Pit",NA,NA,1.63,0.9,NA
"3B","Chase Headley",3400,"CWS@NYY 07:05PM ET",10.75,"NYY",6.34,NA,7.11,6.2,NA
"C","Stephen Vogt",3400,"Tex@Oak 10:05PM ET",6,"Oak",6.86,NA,7.14,5.8,NA
"OF","Delino DeShields",3400,"Tex@Oak 10:05PM ET",1.667,"Tex",4.82,NA,1.62,1.7,NA
"C","JT. Realmuto",3400,"Mia@Sea 10:10PM ET",10.4,"Mia",7.15,NA,NA,6.4,NA
"3B/SS","Taylor Motter",3400,"Mia@Sea 10:10PM ET",7.889,"Sea",6.08,NA,5.94,2.6,NA
"OF","Leonys Martin",3400,"Mia@Sea 10:10PM ET",3.636,"Sea",5.46,NA,6.53,6.1,NA
"1B","Yuli Gurriel",3400,"LAA@Hou 08:10PM ET",3.2,"Hou",NA,NA,NA,NA,NA
"OF","Derek Fisher",3400,"LAA@Hou 08:10PM ET",0,"Hou",NA,NA,NA,0,NA
"2B","Yangervis Solarte",3400,"SD@Atl 07:35PM ET",7.077,"SD",7.31,NA,7.6,6.2,NA
"SS","Dansby Swanson",3400,"SD@Atl 07:35PM ET",3.636,"Atl",7.15,NA,8.28,7.4,NA
"3B/OF","Lonnie Chisenhall",3300,"Cle@Min 08:10PM ET",13.25,"Cle",5.59,NA,6.7,5.5,NA
"OF","Abraham Almonte",3300,"Cle@Min 08:10PM ET",4.727,"Cle",5.19,NA,6.55,3.4,NA
"1B","Jesus Aguilar",3300,"Mil@ChC 08:05PM ET",3.818,"Mil",NA,NA,1.41,0.7,NA
"OF","Jason Heyward",3300,"Mil@ChC 08:05PM ET",6.364,"ChC",6.2,NA,6.66,6.5,NA
"1B","Matt Adams",3300,"Pit@StL 07:15PM ET",2.2,"StL",5.53,NA,1.57,1.2,NA
"3B","Matt Davidson",3300,"CWS@NYY 07:05PM ET",10,"CWS",6.48,NA,5.84,2.7,NA
"OF","Charlie Tilson",3300,"CWS@NYY 07:05PM ET",0,"CWS",NA,NA,NA,0,NA
"2B/3B","Martin Prado",3300,"Mia@Sea 10:10PM ET",0,"Mia",NA,NA,NA,1.9,NA
"3B","Yunel Escobar",3300,"LAA@Hou 08:10PM ET",7.286,"LAA",6.73,NA,7.31,5.9,NA
"OF","Ben Revere",3300,"LAA@Hou 08:10PM ET",3.444,"LAA",5.08,NA,1.49,1.5,NA
"1B","Cody Bellinger",3300,"Ari@LAD 10:10PM ET",2,"LAD",NA,NA,NA,0,NA
"2B","Brandon Drury",3300,"Ari@LAD 10:10PM ET",6,"Ari",5.77,NA,5.66,6.3,NA
"2B/SS","Chris Taylor",3300,"Ari@LAD 10:10PM ET",0,"LAD",NA,NA,NA,0,NA
"OF/SS","Chris Owings",3300,"Ari@LAD 10:10PM ET",8.75,"Ari",6.16,NA,5.28,5.8,NA
"OF","Manuel Margot",3300,"SD@Atl 07:35PM ET",8.462,"SD",7.65,NA,7.73,7.3,NA
"OF/SS","Danny Santana",3200,"Cle@Min 08:10PM ET",1.429,"Min",NA,NA,NA,1,NA
"OF","Brandon Guyer",3200,"Cle@Min 08:10PM ET",2.429,"Cle",NA,NA,1.59,1.2,NA
"OF","Bradley Zimmer",3200,"Cle@Min 08:10PM ET",0,"Cle",NA,NA,NA,0,NA
"OF","Albert Almora",3200,"Mil@ChC 08:05PM ET",3.75,"ChC",5.29,NA,1.65,1,NA
"1B","Josh Bell",3200,"Pit@StL 07:15PM ET",2.583,"Pit",5.56,NA,7.39,6,NA
"2B","Kolten Wong",3200,"Pit@StL 07:15PM ET",3,"StL",5.29,NA,5.79,5.7,NA
"2B/SS","Pete Kozma",3200,"CWS@NYY 07:05PM ET",0.8,"NYY",NA,NA,5.17,0,NA
"OF","Aaron Hicks",3200,"CWS@NYY 07:05PM ET",10.75,"NYY",5.68,NA,1.75,1.1,NA
"C","Josh Phegley",3200,"Tex@Oak 10:05PM ET",2,"Oak",NA,NA,1.63,0.6,NA
"1B/OF","Mark Canha",3200,"Tex@Oak 10:05PM ET",1.667,"Oak",NA,NA,NA,0,NA
"2B/3B","Jurickson Profar",3200,"Tex@Oak 10:05PM ET",4.286,"Tex",5.92,NA,5.21,5.3,NA
"OF","Jarrod Dyson",3200,"Mia@Sea 10:10PM ET",6,"Sea",5.87,NA,8.83,7.7,NA
"1B/OF","Marwin Gonzalez",3200,"LAA@Hou 08:10PM ET",7.4,"Hou",5.62,NA,1.76,1.4,NA
"SS","Andrelton Simmons",3200,"LAA@Hou 08:10PM ET",5.923,"LAA",5.51,NA,6.09,5.4,NA
"OF","Trayce Thompson",3200,"Ari@LAD 10:10PM ET",0,"LAD",NA,NA,NA,0,NA
"2B/3B","Cory Spangenberg",3200,"SD@Atl 07:35PM ET",0,"SD",NA,NA,NA,0,NA
"3B/OF","Jace Peterson",3200,"SD@Atl 07:35PM ET",3.222,"Atl",4.82,NA,1.66,4.9,NA
"OF","Alex Dickerson",3200,"SD@Atl 07:35PM ET",0,"SD",NA,NA,NA,0,NA
"OF","Hunter Renfroe",3200,"SD@Atl 07:35PM ET",6.692,"SD",5.46,NA,7.31,6.4,NA
"C","Jason Castro",3000,"Cle@Min 08:10PM ET",7.667,"Min",5.28,NA,5.52,4.8,NA
"C","Miguel Montero",3000,"Mil@ChC 08:05PM ET",1.75,"ChC",5.24,NA,1.5,1.1,NA
"C","Andrew Susac",3000,"Mil@ChC 08:05PM ET",0,"Mil",NA,NA,NA,0,NA
"OF","Jon Jay",3000,"Mil@ChC 08:05PM ET",4,"ChC",NA,NA,5.17,3.5,NA
"OF","Kirk Nieuwenhuis",3000,"Mil@ChC 08:05PM ET",1.818,"Mil",NA,NA,1.46,0.9,NA
"C","Francisco Cervelli",3000,"Pit@StL 07:15PM ET",6.75,"Pit",5.35,NA,6.13,4.8,NA
"2B/OF","Adam Frazier",3000,"Pit@StL 07:15PM ET",6.909,"Pit",5.98,NA,1.59,1.2,NA
"3B","David Freese",3000,"Pit@StL 07:15PM ET",7.909,"Pit",5.86,NA,6.19,5.4,NA
"SS","Jordy Mercer",3000,"Pit@StL 07:15PM ET",4.333,"Pit",5.17,NA,5.09,4.8,NA
"OF","Harrison Bader",3000,"Pit@StL 07:15PM ET",0,"StL",NA,NA,NA,0,NA
"1B","Yonder Alonso",3000,"Tex@Oak 10:05PM ET",7.2,"Oak",5.72,NA,6.62,5.1,NA
"C","Mike Zunino",3000,"Mia@Sea 10:10PM ET",3.1,"Sea",5.05,NA,1.64,3.9,NA
"1B","Justin Bour",3000,"Mia@Sea 10:10PM ET",4.917,"Mia",5.31,NA,7.28,4.8,NA
"OF","Ben Gamel",3000,"Mia@Sea 10:10PM ET",0,"Sea",NA,NA,NA,0,NA
"2B","Danny Espinosa",3000,"LAA@Hou 08:10PM ET",6,"LAA",4.49,NA,5.74,5.2,NA
"2B/C","Austin Barnes",3000,"Ari@LAD 10:10PM ET",5.714,"LAD",NA,NA,1.49,0.4,NA
"OF","Jeremy Hazelbaker",3000,"Ari@LAD 10:10PM ET",3.4,"Ari",NA,NA,1.47,0.8,NA
"C","Tyler Flowers",3000,"SD@Atl 07:35PM ET",5.1,"Atl",NA,NA,6.22,4.7,NA
"C","Chris Gimenez",2900,"Cle@Min 08:10PM ET",5.6,"Min",NA,NA,1.37,0.2,NA
"C","Yan Gomes",2900,"Cle@Min 08:10PM ET",3,"Cle",5.83,NA,5.87,3.3,NA
"SS","Eduardo Escobar",2900,"Cle@Min 08:10PM ET",8.8,"Min",4.12,NA,4.95,1.3,NA
"OF","Austin Jackson",2900,"Cle@Min 08:10PM ET",4,"Cle",NA,NA,1.53,0.7,NA
"2B","Ian Happ",2900,"Mil@ChC 08:05PM ET",0,"ChC",NA,NA,NA,0,NA
"OF","Matt Szczur",2900,"Mil@ChC 08:05PM ET",0.4,"ChC",NA,NA,1.53,0.5,NA
"1B","John Jaso",2900,"Pit@StL 07:15PM ET",0.909,"Pit",NA,NA,1.5,1.2,NA
"1B/OF","Jose Martinez",2900,"Pit@StL 07:15PM ET",4,"StL",NA,NA,1.64,0.5,NA
"SS","Kevin Newman",2900,"Pit@StL 07:15PM ET",0,"Pit",NA,NA,NA,0,NA
"SS","Gleyber Torres",2900,"CWS@NYY 07:05PM ET",0,"NYY",NA,NA,NA,0,NA
"OF","Leury Garcia",2900,"CWS@NYY 07:05PM ET",4,"CWS",NA,NA,1.72,0.8,NA
"OF","Jacob May",2900,"CWS@NYY 07:05PM ET",1.25,"CWS",4.67,NA,5.57,2.9,NA
"C","Robinson Chirinos",2900,"Tex@Oak 10:05PM ET",10.75,"Tex",NA,NA,1.47,0.6,NA
"2B","Jed Lowrie",2900,"Tex@Oak 10:05PM ET",6.583,"Oak",5.56,NA,7.3,5.2,NA
"3B","Derek Dietrich",2900,"Mia@Sea 10:10PM ET",4.25,"Mia",NA,NA,1.61,3.6,NA
"C/OF","Chris Herrmann",2900,"Ari@LAD 10:10PM ET",2.333,"Ari",5.38,NA,1.39,0.8,NA
"3B/OF","Rob Segedin",2900,"Ari@LAD 10:10PM ET",0,"LAD",NA,NA,NA,0,NA
"OF","Travis Jankowski",2900,"SD@Atl 07:35PM ET",4.364,"SD",5.44,NA,5.88,5.3,NA
"3B","Giovanny Urshela",2800,"Cle@Min 08:10PM ET",0,"Cle",NA,NA,NA,0,NA
"C","Manny Pina",2800,"Mil@ChC 08:05PM ET",7.5,"Mil",NA,NA,NA,3.2,NA
"2B/3B","Tommy La Stella",2800,"Mil@ChC 08:05PM ET",1.833,"ChC",NA,NA,1.55,0.6,NA
"1B/OF","Jose Osuna",2800,"Pit@StL 07:15PM ET",0,"Pit",NA,NA,NA,0,NA
"3B/SS","Greg Garcia",2800,"Pit@StL 07:15PM ET",2.9,"StL",NA,NA,1.42,0.5,NA
"C","Austin Romine",2800,"CWS@NYY 07:05PM ET",9,"NYY",4.32,NA,6.11,1.9,NA
"3B/OF","Cody Asche",2800,"CWS@NYY 07:05PM ET",2.5,"CWS",NA,NA,1.55,1,NA
"C","Brett Nicholas",2800,"Tex@Oak 10:05PM ET",0,"Tex",NA,NA,NA,0,NA
"OF","Jake Smolinski",2800,"Tex@Oak 10:05PM ET",0,"Oak",NA,NA,NA,0,NA
"OF","Guillermo Heredia",2800,"Mia@Sea 10:10PM ET",7.25,"Sea",NA,NA,1.46,1.1,NA
"OF","Jake Marisnick",2800,"LAA@Hou 08:10PM ET",3.5,"Hou",NA,NA,NA,0.8,NA
"OF","Andre Ethier",2800,"Ari@LAD 10:10PM ET",0,"LAD",NA,NA,NA,0,NA
"OF","Andrew Toles",2800,"Ari@LAD 10:10PM ET",6.083,"LAD",NA,NA,1.7,1.2,NA
"OF","Socrates Brito",2800,"Ari@LAD 10:10PM ET",0,"Ari",NA,NA,NA,0,NA
"2B","Micah Johnson",2800,"SD@Atl 07:35PM ET",0,"Atl",NA,NA,NA,0,NA
"3B/SS","Chase d'Arnaud",2800,"SD@Atl 07:35PM ET",2,"Atl",NA,NA,1.71,0.9,NA
"3B","Yandy Diaz",2700,"Cle@Min 08:10PM ET",5.25,"Cle",5.63,NA,6.46,2.1,NA
"C","Jett Bandy",2700,"Mil@ChC 08:05PM ET",5.125,"Mil",5.98,NA,4.73,1.1,NA
"C","Geovany Soto",2700,"CWS@NYY 07:05PM ET",9.167,"CWS",NA,NA,NA,0,NA
"C","Omar Narvaez",2700,"CWS@NYY 07:05PM ET",3,"CWS",NA,NA,5.36,2.1,NA
"SS","Ronald Torreyes",2700,"CWS@NYY 07:05PM ET",6.167,"NYY",NA,NA,1.66,3.4,NA
"1B/OF","Ryan Rua",2700,"Tex@Oak 10:05PM ET",2.286,"Tex",NA,NA,1.56,0.9,NA
"2B/SS","Shawn O'Malley",2700,"Mia@Sea 10:10PM ET",0,"Sea",NA,NA,NA,1,NA
"1B","Scott Van Slyke",2700,"Ari@LAD 10:10PM ET",2.077,"LAD",5.22,NA,5.93,3.3,NA
"OF/SS","Kike Hernandez",2700,"Ari@LAD 10:10PM ET",3.778,"LAD",NA,NA,5.27,NA,NA
"3B","Rio Ruiz",2700,"SD@Atl 07:35PM ET",0,"Atl",NA,NA,NA,0,NA
"2B/SS","Ehire Adrianza",2600,"Cle@Min 08:10PM ET",0,"Min",NA,NA,NA,0,NA
"C","Carson Kelly",2600,"Pit@StL 07:15PM ET",0,"StL",NA,NA,NA,0,NA
"2B/3B","Phil Gosselin",2600,"Pit@StL 07:15PM ET",0.375,"Pit",NA,NA,NA,0.6,NA
"2B","Yolmer Sanchez",2600,"CWS@NYY 07:05PM ET",3.6,"CWS",NA,NA,1.48,0,NA
"OF","Matt Joyce",2600,"Tex@Oak 10:05PM ET",4.273,"Oak",6.59,NA,7.46,5.7,NA
"C","Carlos Ruiz",2600,"Mia@Sea 10:10PM ET",5,"Sea",NA,NA,5.43,0.8,NA
"OF","Destin Hood",2600,"Mia@Sea 10:10PM ET",0,"Mia",NA,NA,NA,0,NA
"C","Christian Bethancourt",2600,"SD@Atl 07:35PM ET",0.6,"SD",NA,NA,1.46,NA,NA
"C","Austin Hedges",2600,"SD@Atl 07:35PM ET",2.917,"SD",5.11,NA,5.8,3.7,NA
"C","Roberto Perez",2500,"Cle@Min 08:10PM ET",1.75,"Cle",NA,NA,1.45,0.6,NA
"C","Eric Fryer",2500,"Pit@StL 07:15PM ET",3.2,"StL",NA,NA,1.46,0.5,NA
