"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Actual","Projection_reg","Projection_reg_split"
"WR","Larry Fitzgerald (1000000)","Larry Fitzgerald",7100,7100,"ARI@MIA","Ari","Larry","Fitzgerald","Mia",15.96,17.9,1,0.28988764,0,16.395573309107,17.0808705190785
"RB","DeMarco Murray (1000000)","DeMarco Murray",7000,7000,"DEN@TEN","Ten","DeMarco","Murray","Den",12.56,20.6,4,0.137055838,0,16.2992286417539,16.9924679351013
"WR","Brandon Marshall (1000000)","Brandon Marshall",7000,7000,"NYJ@SF","NYJ","Brandon","Marshall","SF",18.93,15.6,1,0.26746988,0,16.5102542261476,17.1899970568837
"QB","Ben Roethlisberger (1000000)","Ben Roethlisberger",7000,7000,"PIT@BUF","Pit","Ben","Roethlisberger","Buf",22.83,18.9,0,0,0,19.956606963573,20.7784256670547
"QB","Andrew Luck (1000000)","Andrew Luck",6900,6900,"HOU@IND","Ind","Andrew","Luck","Hou",21.57,20.1,0,0,0,20.0248889399366,20.8543637158135
"WR","Dez Bryant (1000000)","Dez Bryant",6900,6900,"DAL@NYG","Dal","Dez","Bryant","NYG",17.95,16.6,3,0.197831978,0,16.5981267368199,17.285399867825
"RB","Matt Forte (1000000)","Matt Forte",6800,6800,"NYJ@SF","NYJ","Matt","Forte","SF",14.54,18.6,5,0.101204819,0,16.1323324386101,16.810839771402
"WR","Jordy Nelson (1000000)","Jordy Nelson",6800,6800,"SEA@GB","GB","Jordy","Nelson","Sea",18.78,16.5,1,0.247983871,0,16.9132062319001,17.611754556248
"QB","Matthew Stafford (1000000)","Matthew Stafford",6800,6800,"CHI@DET","Det","Matthew","Stafford","Chi",18.45,18.8,0,0,0,17.9665693173582,18.7140524986686
"WR","Doug Baldwin (1000000)","Doug Baldwin",6800,6800,"SEA@GB","Sea","Doug","Baldwin","GB",16.12,14.5,1,0.245478036,0,14.6933842061827,15.3009560939703
"WR","Michael Thomas (1000000)","Michael Thomas",6700,6700,"NO@TB","NO","Michael","Thomas","TB",7.31,14.6,1,0.185258964,0,10.8476262490039,11.3127955903196
"QB","Jameis Winston (1000000)","Jameis Winston",6700,6700,"NO@TB","TB","Jameis","Winston","NO",18.88,19.3,0,0,0,18.4175512099288,19.1839169805816
"QB","Philip Rivers (1000000)","Philip Rivers",6600,6600,"SD@CAR","SD","Philip","Rivers","Car",16.84,20,0,0,0,17.8799969752087,18.6293850292157
"WR","Golden Tate (1000000)","Golden Tate",6600,6600,"CHI@DET","Det","Golden","Tate","Chi",18.45,14.2,1,0.226244344,0,15.5678321458172,16.206600493771
"QB","Russell Wilson (1000000)","Russell Wilson",6600,6600,"SEA@GB","Sea","Russell","Wilson","GB",21.57,19.7,13,0.005167959,0,19.816303098933,20.6363244110398
"QB","Matt Ryan (1000000)","Matt Ryan",6500,6500,"ATL@LA","Atl","Matt","Ryan","LA",17.7,19.5,0,0,0,17.9997638565864,18.7514666001403
"WR","Stefon Diggs (1000000)","Stefon Diggs",6500,6500,"MIN@JAX","Min","Stefon","Diggs","Jax",13.3,15.5,1,0.225806452,0,13.9671654423861,14.5520327520271
"QB","Aaron Rodgers (1000000)","Aaron Rodgers",6400,6400,"SEA@GB","GB","Aaron","Rodgers","Sea",23.19,18.6,0,0,0,19.9594463104338,20.7800904357779
"WR","Brandin Cooks (1000000)","Brandin Cooks",6400,6400,"NO@TB","NO","Brandin","Cooks","TB",16.81,14.3,2,0.171314741,0,14.8943755136067,15.5085587489152
"RB","Jordan Howard (1000000)","Jordan Howard",6400,6400,"CHI@DET","Chi","Jordan","Howard","Det",4.61,14,5,0.094470046,0,9.34015703039746,9.74677977838282
"WR","Donte Moncrief (1000000)","Donte Moncrief",6300,6300,"HOU@IND","Ind","Donte","Moncrief","Hou",15.28,14.2,3,0.10745614,0,14.1652944609985,14.7519733716818
"QB","Kirk Cousins (1000000)","Kirk Cousins",6300,6300,"WAS@PHI","Was","Kirk","Cousins","Phi",18.56,19.3,0,0,0,18.2759701187168,19.0370776496451
"RB","Doug Martin (1000000)","Doug Martin",6200,6200,"NO@TB","TB","Doug","Martin","NO",17.35,11.5,8,0.03125,0,13.6731927180019,14.2300749864545
"WR","Kelvin Benjamin (1000000)","Kelvin Benjamin",6200,6200,"SD@CAR","Car","Kelvin","Benjamin","SD",11.86,13.3,2,0.222222222,0,12.1828284064125,12.6920395865577
"QB","Marcus Mariota (1000000)","Marcus Mariota",6200,6200,"DEN@TEN","Ten","Marcus","Mariota","Den",18.67,16.7,0,0,0,16.9688306522977,17.6702981886255
"QB","Andy Dalton (1000000)","Andy Dalton",6100,6100,"CIN@CLE","Cin","Andy","Dalton","Cle",17.67,20.2,0,0,0,18.3515158510415,19.119269196219
"WR","Tyrell Williams (1000000)","Tyrell Williams",6100,6100,"SD@CAR","SD","Tyrell","Williams","Car",6.53,15.7,1,0.200471698,0,11.0761334019345,11.5544828092897
"RB","Devonta Freeman (1000000)","Devonta Freeman",6100,6100,"ATL@LA","Atl","Devonta","Freeman","LA",16.35,15.1,3,0.116113744,0,15.1080243769966,15.7335558202414
"WR","Demaryius Thomas (1000000)","Demaryius Thomas",6000,6000,"DEN@TEN","Den","Demaryius","Thomas","Ten",16.04,16.8,2,0.281862745,0,15.8573575191502,16.517972263685
"TE","Tyler Eifert (1000000)","Tyler Eifert",6000,6000,"CIN@CLE","Cin","Tyler","Eifert","Cle",0,14.3,5,0.085011186,0,7.45694381587762,7.7949051456599
"WR","Alshon Jeffery (1000000)","Alshon Jeffery",6000,6000,"CHI@DET","Chi","Alshon","Jeffery","Det",17.28,0,1,0.170506912,0,7.64537892544667,7.92932387056816
"TE","Jordan Reed (1000000)","Jordan Reed",5900,5900,"WAS@PHI","Was","Jordan","Reed","Phi",16.97,10.6,3,0.170081967,0,13.0357470299297,13.5651148452266
"QB","Dak Prescott (1000000)","Dak Prescott",5900,5900,"DAL@NYG","Dal","Dak","Prescott","NYG",18.73,18.4,0,0,0,17.8818669311651,18.6244976084643
"RB","Jay Ajayi (1000000)","Jay Ajayi",5900,5900,"ARI@MIA","Mia","Jay","Ajayi","Ari",0,13.9,4,0.08401084,0,7.24835797487405,7.5768658408862
"WR","Terrelle Pryor (1000000)","Terrelle Pryor",5900,5900,"CIN@CLE","Cle","Terrelle","Pryor","Cin",7.45,14.1,1,0.261958998,0,10.6488356751546,11.1044886666372
"WR","DeAndre Hopkins (1000000)","DeAndre Hopkins",5800,5800,"HOU@IND","Hou","DeAndre","Hopkins","Ind",22.49,15,1,0.266514806,0,17.7724651043755,18.4965256563911
"RB","Jeremy Hill (1000000)","Jeremy Hill",5800,5800,"CIN@CLE","Cin","Jeremy","Hill","Cle",9.63,18.6,7,0.051454139,0,13.9599475703264,14.5577737873459
"QB","Colin Kaepernick (1000000)","Colin Kaepernick",5800,5800,"NYJ@SF","SF","Colin","Kaepernick","NYJ",0,18.7,0,0,0,9.75138806691688,10.1933374981706
"QB","Carson Palmer (1000000)","Carson Palmer",5700,5700,"ARI@MIA","Ari","Carson","Palmer","Mia",19.51,18,0,0,0,18.0183849999908,18.7643791728482
"RB","Thomas Rawls (1000000)","Thomas Rawls",5700,5700,"SEA@GB","Sea","Thomas","Rawls","GB",7.43,12,8,0.031007752,0,9.54491119168514,9.95060485839174
"WR","Emmanuel Sanders (1000000)","Emmanuel Sanders",5700,5700,"DEN@TEN","Den","Emmanuel","Sanders","Ten",15.19,15.7,1,0.286764706,0,14.9076716828586,15.5283222027573
"WR","Jarvis Landry (1000000)","Jarvis Landry",5600,5600,"ARI@MIA","Mia","Jarvis","Landry","Ari",16.02,13.3,1,0.284552846,0,14.0233825921682,14.6009508887315
"RB","DeAngelo Williams (1000000)","DeAngelo Williams",5600,5600,"PIT@BUF","Pit","DeAngelo","Williams","Buf",19.66,3.4,6,0.048832272,0,10.4713679398661,10.8747754849845
"QB","Ryan Fitzpatrick (1000000)","Ryan Fitzpatrick",5600,5600,"NYJ@SF","NYJ","Ryan","Fitzpatrick","SF",17.35,0,0,0,0,7.67634978914929,7.96144497421051
"RB","Jacquizz Rodgers (1000000)","Jacquizz Rodgers",5600,5600,"NO@TB","TB","Jacquizz","Rodgers","NO",0,4.4,8,0.03125,0,2.29444425103927,2.39843235251074
"WR","Jamison Crowder (1000000)","Jamison Crowder",5600,5600,"WAS@PHI","Was","Jamison","Crowder","Phi",7.73,14.2,2,0.172131148,0,10.824865590216,11.2874829074
"QB","Eli Manning (1000000)","Eli Manning",5500,5500,"DAL@NYG","NYG","Eli","Manning","Dal",18.71,18.6,0,0,0,17.9773110334662,18.7243398026676
"RB","Theo Riddick (1000000)","Theo Riddick",5500,5500,"CHI@DET","Det","Theo","Riddick","Chi",11.1,0,4,0.156108597,0,4.91109410141539,5.09348929185802
"WR","Davante Adams (1000000)","Davante Adams",5500,5500,"SEA@GB","GB","Davante","Adams","Sea",7.32,11.6,2,0.197580645,0,9.28765685057746,9.68208953360864
"TE","Jimmy Graham (1000000)","Jimmy Graham",5500,5500,"SEA@GB","Sea","Jimmy","Graham","GB",9.94,12.6,2,0.209302326,0,10.9683166373844,11.4294348175851
"WR","Jordan Matthews (1000000)","Jordan Matthews",5400,5400,"WAS@PHI","Phi","Jordan","Matthews","Was",13.9,16.6,1,0.204954955,0,14.8062410511683,15.4269645856606
"RB","Jonathan Stewart (1000000)","Jonathan Stewart",5400,5400,"SD@CAR","Car","Jonathan","Stewart","SD",13.11,11.6,7,0.037037037,0,11.8493897196941,12.33896367774
"QB","Tyrod Taylor (1000000)","Tyrod Taylor",5400,5400,"PIT@BUF","Buf","Tyrod","Taylor","Pit",18.86,16.8,0,0,0,17.1050408854557,17.8119938675624
"WR","Sammy Watkins (1000000)","Sammy Watkins",5300,5300,"PIT@BUF","Buf","Sammy","Watkins","Pit",17.09,15,6,0.06162465,0,15.3832841901734,16.0186119468385
"QB","Brock Osweiler (1000000)","Brock Osweiler",5300,5300,"HOU@IND","Hou","Brock","Osweiler","Ind",16.36,15.2,14,0.002277904,0,15.1645952463479,15.7926543755266
"RB","Mark Ingram (1000000)","Mark Ingram",5300,5300,"NO@TB","NO","Mark","Ingram","TB",17.07,13,5,0.081673307,0,14.3315061669548,14.9192379647865
"WR","DeVante Parker (1000000)","DeVante Parker",5300,5300,"ARI@MIA","Mia","DeVante","Parker","Ari",0,11.1,2,0.181571816,0,5.78825708784906,6.05059070747027
"RB","Derrick Henry (1000000)","Derrick Henry",5200,5200,"DEN@TEN","Ten","Derrick","Henry","Den",6.69,6,9,0.027918782,0,6.08871730320391,6.34044933399566
"WR","DeSean Jackson (1000000)","DeSean Jackson",5200,5200,"WAS@PHI","Was","DeSean","Jackson","Phi",12.99,13.7,4,0.163934426,0,12.8913724757584,13.4286052787008
"QB","Ryan Tannehill (1000000)","Ryan Tannehill",5200,5200,"ARI@MIA","Mia","Ryan","Tannehill","Ari",14.99,14,0,0,0,13.9326936765859,14.5098805756338
"WR","Kenny Britt (1000000)","Kenny Britt",5200,5200,"ATL@LA","LA","Kenny","Britt","Atl",8.1,13.9,1,0.225490196,0,10.8321293461772,11.293736405215
"WR","Cole Beasley (1000000)","Cole Beasley",5200,5200,"DAL@NYG","Dal","Cole","Beasley","NYG",7.31,11,1,0.219512195,0,8.97035367997173,9.35044184735632
"WR","Willie Snead (1000000)","Willie Snead",5200,5200,"NO@TB","NO","Willie","Snead","TB",12.5,13,3,0.153386454,0,12.3095512080838,12.8221887698503
"WR","Rishard Matthews (1000000)","Rishard Matthews",5100,5100,"DEN@TEN","Ten","Rishard","Matthews","Den",10.47,13.5,3,0.185279188,0,11.6721284619623,12.1632258951894
"QB","Carson Wentz (1000000)","Carson Wentz",5100,5100,"WAS@PHI","Phi","Carson","Wentz","Was",15.51,15.9,0,0,0,15.1535456945723,15.7841811860806
"RB","Lamar Miller (1000000)","Lamar Miller",5100,5100,"HOU@IND","Hou","Lamar","Miller","Ind",18.88,13,5,0.08428246,0,15.1323242141226,15.7497979303958
"QB","Sam Bradford (1000000)","Sam Bradford",5100,5100,"MIN@JAX","Min","Sam","Bradford","Jax",0,14.7,13,0.002304147,0,7.66552965688118,8.0129444504336
"QB","Tony Romo (1000000)","Tony Romo",5100,5100,"DAL@NYG","Dal","Tony","Romo","NYG",0,0,0,0,0,0,0
"QB","Trevor Siemian (1000000)","Trevor Siemian",5100,5100,"DEN@TEN","Den","Trevor","Siemian","Ten",15.28,16.3,0,0,0,15.2603701262673,15.8966797217438
"QB","Landry Jones (1000000)","Landry Jones",5000,5000,"PIT@BUF","Pit","Landry","Jones","Buf",0,0,0,0,0,0,0
"QB","EJ Manuel (1000000)","EJ Manuel",5000,5000,"PIT@BUF","Buf","EJ","Manuel","Pit",0,0,0,0,0,0,0
"QB","Zach Mettenberger (1000000)","Zach Mettenberger",5000,5000,"PIT@BUF","Pit","Zach","Mettenberger","Buf",0,0,0,0,0,0,0
"QB","Cardale Jones (1000000)","Cardale Jones",5000,5000,"PIT@BUF","Buf","Cardale","Jones","Pit",0,0,0,0,0,0,0
"QB","Matt Cassel (1000000)","Matt Cassel",5000,5000,"DEN@TEN","Ten","Matt","Cassel","Den",0,0,0,0,0,0,0
"QB","Austin Davis (1000000)","Austin Davis",5000,5000,"DEN@TEN","Den","Austin","Davis","Ten",0,0,0,0,0,0,0
"QB","Paxton Lynch (1000000)","Paxton Lynch",5000,5000,"DEN@TEN","Den","Paxton","Lynch","Ten",0,0,0,0,0,0,0
"QB","Luke McCown (1000000)","Luke McCown",5000,5000,"NO@TB","NO","Luke","McCown","TB",0,0,0,0,0,0,0
"QB","Mike Glennon (1000000)","Mike Glennon",5000,5000,"NO@TB","TB","Mike","Glennon","NO",0,0,0,0,0,0,0
"QB","Ryan Griffin (1000000)","Ryan Griffin",5000,5000,"NO@TB","TB","Ryan","Griffin","NO",0,0,0,0,0,0,0
"QB","Chase Daniel (1000000)","Chase Daniel",5000,5000,"WAS@PHI","Phi","Chase","Daniel","Was",0,0,0,0,0,0,0
"QB","Colt McCoy (1000000)","Colt McCoy",5000,5000,"WAS@PHI","Was","Colt","McCoy","Phi",0,0,0,0,0,0,0
"QB","Nate Sudfeld (1000000)","Nate Sudfeld",5000,5000,"WAS@PHI","Was","Nate","Sudfeld","Phi",0,0,0,0,0,0,0
"QB","Matt Moore (1000000)","Matt Moore",5000,5000,"ARI@MIA","Mia","Matt","Moore","Ari",0,0,0,0,0,0,0
"QB","Drew Stanton (1000000)","Drew Stanton",5000,5000,"ARI@MIA","Ari","Drew","Stanton","Mia",0,0,0,0,0,0,0
"QB","Derek Anderson (1000000)","Derek Anderson",5000,5000,"SD@CAR","Car","Derek","Anderson","SD",0,0,0,0,0,0,0
"QB","Kellen Clemens (1000000)","Kellen Clemens",5000,5000,"SD@CAR","SD","Kellen","Clemens","Car",0,0,0,0,0,0,0
"QB","Joe Webb (1000000)","Joe Webb",5000,5000,"SD@CAR","Car","Joe","Webb","SD",0,0,11,0.002314815,0,0,0
"TE","Greg Olsen (1000000)","Greg Olsen",5000,5000,"SD@CAR","Car","Greg","Olsen","SD",16.32,16.2,1,0.231481481,0,15.6683622124553,16.3193977210938
"QB","Josh McCown (1000000)","Josh McCown",5000,5000,"CIN@CLE","Cle","Josh","McCown","Cin",0,0,0,0,0,0,0
"QB","Robert Griffin (1000000)","Robert Griffin",5000,5000,"CIN@CLE","Cle","Robert","Griffin","Cin",0,16.8,0,0,0,8.76060532214993,9.15765080049555
"QB","AJ McCarron (1000000)","AJ McCarron",5000,5000,"CIN@CLE","Cin","AJ","McCarron","Cle",0,0,0,0,0,0,0
"QB","Cody Kessler (1000000)","Cody Kessler",5000,5000,"CIN@CLE","Cle","Cody","Kessler","Cin",0,0,0,0,0,0,0
"QB","Jeff Driskel (1000000)","Jeff Driskel",5000,5000,"CIN@CLE","Cin","Jeff","Driskel","Cle",0,0,0,0,0,0,0
"QB","Kevin Hogan (1000000)","Kevin Hogan",5000,5000,"CIN@CLE","Cle","Kevin","Hogan","Cin",0,0,0,0,0,0,0
"WR","Brandon LaFell (1000000)","Brandon LaFell",5000,5000,"CIN@CLE","Cin","Brandon","LaFell","Cle",9.82,11.4,2,0.167785235,0,10.2894662051692,10.7202521541628
"QB","Jay Cutler (1000000)","Jay Cutler",5000,5000,"CHI@DET","Chi","Jay","Cutler","Det",15.94,0,0,0,0,7.05250810599652,7.31443417227179
"QB","Dan Orlovsky (1000000)","Dan Orlovsky",5000,5000,"CHI@DET","Det","Dan","Orlovsky","Chi",0,0,0,0,0,0,0
"QB","Matt Barkley (1000000)","Matt Barkley",5000,5000,"CHI@DET","Chi","Matt","Barkley","Det",0,15.6,0,0,0,8.13484779913922,8.50353288617444
"QB","David Fales (1000000)","David Fales",5000,5000,"CHI@DET","Chi","David","Fales","Det",0,0,0,0,0,0,0
"QB","Jake Rudock (1000000)","Jake Rudock",5000,5000,"CHI@DET","Det","Jake","Rudock","Chi",0,0,0,0,0,0,0
"RB","Ameer Abdullah (1000000)","Ameer Abdullah",5000,5000,"CHI@DET","Det","Ameer","Abdullah","Chi",11.8,0,9,0.011312217,0,5.22080273844159,5.4147003282815
"QB","Scott Tolzien (1000000)","Scott Tolzien",5000,5000,"HOU@IND","Ind","Scott","Tolzien","Hou",0,0,0,0,0,0,0
"QB","Brandon Weeden (1000000)","Brandon Weeden",5000,5000,"HOU@IND","Hou","Brandon","Weeden","Ind",0,0,0,0,0,0,0
"QB","Tom Savage (1000000)","Tom Savage",5000,5000,"HOU@IND","Hou","Tom","Savage","Ind",0,0,0,0,0,0,0
"QB","Shaun Hill (1000000)","Shaun Hill",5000,5000,"MIN@JAX","Min","Shaun","Hill","Jax",12.68,0,0,0,0,5.61015073927452,5.81850848835673
"QB","Chad Henne (1000000)","Chad Henne",5000,5000,"MIN@JAX","Jax","Chad","Henne","Min",0,0,0,0,0,0,0
"QB","Taylor Heinicke (1000000)","Taylor Heinicke",5000,5000,"MIN@JAX","Min","Taylor","Heinicke","Jax",0,0,0,0,0,0,0
"QB","Brandon Allen (1000000)","Brandon Allen",5000,5000,"MIN@JAX","Jax","Brandon","Allen","Min",0,0,0,0,0,0,0
"RB","Adrian Peterson (1000000)","Adrian Peterson",5000,5000,"MIN@JAX","Min","Adrian","Peterson","Jax",18.29,0,10,0.011520737,0,8.09224424458447,8.39278550883632
"WR","Allen Robinson (1000000)","Allen Robinson",5000,5000,"MIN@JAX","Jax","Allen","Robinson","Min",18.72,13.7,1,0.244444444,0,15.4265588902728,16.0579470482815
"QB","Christian Ponder (1000000)","Christian Ponder",5000,5000,"NYJ@SF","SF","Christian","Ponder","NYJ",0,0,0,0,0,0,0
"QB","Blaine Gabbert (1000000)","Blaine Gabbert",5000,5000,"NYJ@SF","SF","Blaine","Gabbert","NYJ",14.63,0,14,0.002666667,0,6.4729105138475,6.71331066125071
"QB","Bryce Petty (1000000)","Bryce Petty",5000,5000,"NYJ@SF","NYJ","Bryce","Petty","SF",0,15.2,0,0,0,7.92626195813565,8.28549358140073
"QB","Christian Hackenberg (1000000)","Christian Hackenberg",5000,5000,"NYJ@SF","NYJ","Christian","Hackenberg","SF",0,0,0,0,0,0,0
"RB","Bilal Powell (1000000)","Bilal Powell",5000,5000,"NYJ@SF","NYJ","Bilal","Powell","SF",10.02,12.2,3,0.122891566,0,10.7951260691839,11.2481053455455
"QB","Matt Schaub (1000000)","Matt Schaub",5000,5000,"ATL@LA","Atl","Matt","Schaub","LA",0,0,0,0,0,0,0
"QB","Case Keenum (1000000)","Case Keenum",5000,5000,"ATL@LA","LA","Case","Keenum","Atl",13.14,0,0,0,0,5.81367355789174,6.02959002657787
"QB","Sean Mannion (1000000)","Sean Mannion",5000,5000,"ATL@LA","LA","Sean","Mannion","Atl",0,0,0,0,0,0,0
"QB","Jared Goff (1000000)","Jared Goff",5000,5000,"ATL@LA","LA","Jared","Goff","Atl",0,15.1,0,0,0,7.87411549788475,8.23098375520731
"RB","Todd Gurley (1000000)","Todd Gurley",5000,5000,"ATL@LA","LA","Todd","Gurley","Atl",19.29,16.8,5,0.107843137,0,17.2952904767718,18.0093092185083
"QB","Brett Hundley (1000000)","Brett Hundley",5000,5000,"SEA@GB","GB","Brett","Hundley","Sea",0,0,0,0,0,0,0
"QB","Trevone Boykin (1000000)","Trevone Boykin",5000,5000,"SEA@GB","Sea","Trevone","Boykin","GB",0,0,0,0,0,0,0
"WR","Randall Cobb (1000000)","Randall Cobb",5000,5000,"SEA@GB","GB","Randall","Cobb","Sea",17.1,11,3,0.171370968,0,13.3018501892381,13.8428076281933
"QB","Josh Johnson (1000000)","Josh Johnson",5000,5000,"DAL@NYG","NYG","Josh","Johnson","Dal",0,0,0,0,0,0,0
"QB","Mark Sanchez (1000000)","Mark Sanchez",5000,5000,"DAL@NYG","Dal","Mark","Sanchez","NYG",0,0,0,0,0,0,0
"QB","Ryan Nassib (1000000)","Ryan Nassib",5000,5000,"DAL@NYG","NYG","Ryan","Nassib","Dal",0,0,0,0,0,0,0
"QB","Blake Bortles (1000000)","Blake Bortles",5000,5000,"MIN@JAX","Jax","Blake","Bortles","Min",19.02,14.3,0,0,0,15.8721699247894,16.522667878195
"WR","Tyler Boyd (1000000)","Tyler Boyd",4900,4900,"CIN@CLE","Cin","Tyler","Boyd","Cle",8.39,13.2,3,0.147651007,0,10.5954119883318,11.0452407655222
"WR","Marvin Jones Jr. (1000000)","Marvin Jones Jr.",4900,4900,"CHI@DET","Det","Marvin","Jones","Chi",13.25,12.5,2,0.196832579,0,12.3806495893574,12.8937943207655
"RB","Carlos Hyde (1000000)","Carlos Hyde",4900,4900,"NYJ@SF","SF","Carlos","Hyde","NYJ",12.5,12.5,6,0.069333333,0,12.0488189068293,12.5496396388832
"WR","Quincy Enunwa (1000000)","Quincy Enunwa",4900,4900,"NYJ@SF","NYJ","Quincy","Enunwa","SF",4.82,8.8,2,0.185542169,0,6.72145368845891,7.00863212725172
"RB","Rashad Jennings (1000000)","Rashad Jennings",4900,4900,"DAL@NYG","NYG","Rashad","Jennings","Dal",12.12,9.2,5,0.072805139,0,10.1598581727357,10.5764436690131
"RB","Alfred Morris (1000000)","Alfred Morris",4900,4900,"DAL@NYG","Dal","Alfred","Morris","NYG",3.01,3.9,9,0.010840108,0,3.36545908899745,3.50709067816457
"TE","Zach Ertz (1000000)","Zach Ertz",4900,4900,"WAS@PHI","Phi","Zach","Ertz","Was",14.12,11.6,2,0.15990991,0,12.2962550388319,12.8024253160081
"WR","Dontrelle Inman (1000000)","Dontrelle Inman",4800,4800,"SD@CAR","SD","Dontrelle","Inman","Car",5.81,9.9,2,0.176886792,0,7.73308125215578,8.06252439546403
"RB","Frank Gore (1000000)","Frank Gore",4800,4800,"HOU@IND","Ind","Frank","Gore","Hou",10.92,13.3,6,0.089912281,0,11.7669339509774,12.2606990519319
"RB","Devontae Booker (1000000)","Devontae Booker",4800,4800,"DEN@TEN","Den","Devontae","Booker","Ten",6.9,12.6,5,0.068627451,0,9.62329627087066,10.0344611736888
"RB","C.J. Prosise (1000000)","C.J. Prosise",4700,4700,"SEA@GB","Sea","C.J.","Prosise","GB",4.7,0,6,0.051679587,0,2.07947227717589,2.15670267312907
"WR","Adam Thielen (1000000)","Adam Thielen",4700,4700,"MIN@JAX","Min","Adam","Thielen","Jax",0,12.2,3,0.16359447,0,6.36186815060887,6.65019879559796
"WR","Sterling Shepard (1000000)","Sterling Shepard",4600,4600,"DAL@NYG","NYG","Sterling","Shepard","Dal",12.47,13.8,2,0.173447537,0,12.7134496627898,13.2445011921225
"RB","Mike Gillislee (1000000)","Mike Gillislee",4600,4600,"PIT@BUF","Buf","Mike","Gillislee","Pit",4.73,3,10,0.030812325,0,3.65713931200378,3.80576364620714
"RB","Tim Hightower (1000000)","Tim Hightower",4500,4500,"NO@TB","NO","Tim","Hightower","TB",4.92,10.4,9,0.039840637,0,7.60004114347693,7.92667663726417
"WR","Anquan Boldin (1000000)","Anquan Boldin",4500,4500,"CHI@DET","Det","Anquan","Boldin","Chi",10.93,12.2,3,0.174208145,0,11.1977472973179,11.665679692896
"WR","Will Fuller (1000000)","Will Fuller",4500,4500,"HOU@IND","Hou","Will","Fuller","Ind",10.52,9.3,3,0.15261959,0,9.50409917692668,9.89675684052431
"TE","Delanie Walker (1000000)","Delanie Walker",4400,4400,"DEN@TEN","Ten","Delanie","Walker","Den",13.8,10.4,2,0.187817259,0,11.5289164246092,12.0014680707506
"WR","Corey Coleman (1000000)","Corey Coleman",4400,4400,"CIN@CLE","Cle","Corey","Coleman","Cin",12.57,12,5,0.102505695,0,11.8190574692775,12.3092116115584
"RB","Alfred Blue (1000000)","Alfred Blue",4400,4400,"HOU@IND","Hou","Alfred","Blue","Ind",4.43,3.4,10,0.013667426,0,3.73299287999613,3.88614107822792
"RB","Darren Sproles (1000000)","Darren Sproles",4400,4400,"WAS@PHI","Phi","Darren","Sproles","Was",10.5,9.6,4,0.13963964,0,9.65168973947861,10.0511088609211
"RB","Fitzgerald Toussaint (1000000)","Fitzgerald Toussaint",4300,4300,"PIT@BUF","Pit","Fitzgerald","Toussaint","Buf",3.42,0,13,0.002123142,0,1.51314791232799,1.56934534938328
