"Wil Myers_SD","Nolan Arenado_Col","Kris Bryant_ChC","Carlos Gonzalez_Col","Anthony Rizzo_ChC","Charlie Blackmon_Col","Mark Reynolds_Col","Bryce Harper_Was","Trevor Story_Col","David Dahl_Col","DJ LeMahieu_Col","Trea Turner_Was","Yangervis Solarte_SD","Ryan Schimpf_SD","Ian Desmond_Col","Joey Votto_Cin","Stephen Cardullo_Col","Manuel Margot_SD","Daniel Murphy_Was","Starling Marte_Pit","Kyle Schwarber_ChC","Yoenis Cespedes_NYM","Alex Dickerson_SD","Hunter Renfroe_SD","Andrew McCutchen_Pit","Cory Spangenberg_SD","Gregory Polanco_Pit","Gerardo Parra_Col","Dexter Fowler_StL","Adam Eaton_Was","Ben Zobrist_ChC","Corey Seager_LAD","Matt Carpenter_StL","Maikel Franco_Phi","Jose Reyes_NYM","Travis Jankowski_SD","Anthony Rendon_Was","Adam Duvall_Cin","Curtis Granderson_NYM","Aledmys Diaz_StL","Stephen Piscotty_StL","Billy Hamilton_Cin","Odubel Herrera_Phi","Dustin Garneau_Col","Javier Baez_ChC","David Wright_NYM","Asdrubal Cabrera_NYM","Jayson Werth_Was","Willson Contreras_ChC","Adrian Gonzalez_LAD","Addison Russell_ChC","Yasiel Puig_LAD","Lucas Duda_NYM","Tommy Joseph_Phi","Neil Walker_NYM","Jay Bruce_NYM","Christian Bethancourt_SD","Austin Hedges_SD","Tom Murphy_Col","Randal Grichuk_StL","Michael Taylor_Was","Logan Forsythe_LAD","Joc Pederson_LAD","Jose Osuna_Pit","Josh Harrison_Pit","Jose Peraza_Cin","Michael Conforto_NYM","Ryan Zimmerman_Was","Justin Turner_LAD","Scooter Gennett_Cin","Scott Schebler_Cin","Michael Saunders_Phi","Luis Sardinas_SD","Pat Valaika_Col","Jedd Gyorko_StL","Jason Heyward_ChC","Eugenio Suarez_Cin","Alen Hanson_Pit","Aaron Altherr_Phi","Tony Wolters_Col","Yadier Molina_StL","Matt Wieters_Was","Adam Lind_Was","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Albert Almora_ChC","Zack Cozart_Cin","Rhys Hoskins_Phi","Cesar Hernandez_Phi","Wilmer Flores_NYM","Howie Kendrick_Phi","Freddy Galvis_Phi","Jhonny Peralta_StL","Miguel Montero_ChC","Jon Jay_ChC","Arismendy Alcantara_Cin","Josh Bell_Pit","Cameron Rupp_Phi","Daniel Nava_Phi","Jabari Blash_SD","Matt Adams_StL","Cody Bellinger_LAD","Chris Taylor_LAD","Francisco Cervelli_Pit","David Freese_Pit","Adam Frazier_Pit","Jordy Mercer_Pit","Travis d'Arnaud_NYM","Andrew Knapp_Phi","Cristhian Adames_Col","Kolten Wong_StL","Ian Happ_ChC","Matt Szczur_ChC","Trayce Thompson_LAD","John Jaso_Pit","Kevin Newman_Pit","Jesse Winker_Cin","TJ Rivera_NYM","Brandon Nimmo_NYM","Alexi Amarista_Col","Harrison Bader_StL","Austin Barnes_LAD","Tommy La Stella_ChC","Patrick Kivlehan_Cin","Jose Martinez_StL","Stephen Drew_Was","Rob Segedin_LAD","Brock Stassi_Phi","Juan Lagares_NYM","Hector Sanchez_SD","Luis Torrens_SD","Erick Aybar_SD","Allen Cordoba_SD","Wilmer Difo_Was","Greg Garcia_StL","Andre Ethier_LAD","Andrew Toles_LAD","Devin Mesoraco_Cin","Phil Gosselin_Pit","Andres Blanco_Phi","Eric Fryer_StL","Chris Heisey_Was","Kike Hernandez_LAD","Scott Van Slyke_LAD","Tucker Barnhart_Cin","Stuart Turner_Cin","Carson Kelly_StL","Jose Lobaton_Was","Rene Rivera_NYM","Eloy Jimenez_ChC","Chris Stewart_Pit","Ty Kelly_NYM"
0,-28.25,0,7.66666666666667,0,-20.25,-9.5,0,-18.5,0,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.6,0,0,0,0,0,0,0,0,0,0,0,59.3,6.33333333333333,0,0,0,18.1,0,0,0,0,0,-35.65,0,0,0,0,0,0,0,0,0,0,0,9.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-43.6666666666667,0,0,0,0,0,0,0,0,0,0,0,6.33333333333333,53.6666666666667,0,0,0,5.33333333333333,0,0,0,0,0,-47.6666666666667,0,0,0,0,0,0,0,0,0,0,0,11.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.1,0,0,0,-16.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.25,0,0,0,-15,-13.5833333333333,0,0,0,0,0,-19.1666666666667,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,18.1,5.33333333333333,0,0,0,23.7,0,0,0,0,0,-6.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-49.5,0,0,0,3,0,0,0,0,0,0,33.6666666666667,0,0,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91666666666667,0,0,0,0,0.916666666666667,0,24.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16666666666667,0,0,0,0,0,0,-2.08333333333333,-1.5,0.0833333333333333,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-6.15,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,-25.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15,0,0,0,19.5,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,13.6,0,0,0,0,0,0,0,-7,0,0,0,0,0,-0.25,0,5.8,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.8,0,0,0,0,0,0,0,0,0,0,0,-35.65,-47.6666666666667,0,0,0,-6.55,0,0,0,0,0,60.7,0,0,0,0,0,0,0,0,0,0,0,-19.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666666666667,0,0,0,0,5.58333333333333,0,3.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,-0.0833333333333333,-7.5,-3.25,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5833333333333,0,0,0,0,3.58333333333333,0,134.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-2.75,0,6.75,29.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30.55,0,18.5,0,22.5,-5.45,0,26.7,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,8.35,0,0,0,0,0,0,45.25,12.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,75,0,0,0,1,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,32.5,0,-3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.5833333333333,0,0,0,0,0,0,0,0,0,50.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41666666666667,0,0,0,-13.8333333333333,0,12.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
