"Bryce Harper_WAS","Mookie Betts_BOS","Daniel Murphy_WAS","Trea Turner_WAS","Ryan Braun_MIL","Ryan Zimmerman_WAS","Hanley Ramirez_BOS","Manny Machado_BAL","Xander Bogaerts_BOS","Paul Goldschmidt_ARI","Adam Eaton_WAS","Brian Dozier_MIN","Eric Thames_MIL","Corey Seager_LAD","Anthony Rendon_WAS","Jose Abreu_CWS","Josh Donaldson_TOR","Francisco Lindor_CLE","Jackie Bradley_BOS","JD Martinez_DET","Giancarlo Stanton_MIA","Andrew Benintendi_BOS","Miguel Cabrera_DET","Ian Kinsler_DET","Miguel Sano_MIN","Rougned Odor_TEX","Jose Bautista_TOR","Evan Longoria_TB","Dustin Pedroia_BOS","Wil Myers_SD","Justin Upton_DET","Starling Marte_PIT","Jayson Werth_WAS","Todd Frazier_CWS","Edwin Encarnacion_CLE","Michael Brantley_CLE","Jonathan Villar_MIL","Dexter Fowler_STL","Dee Gordon_MIA","Chris Davis_BAL","Mark Trumbo_BAL","Melky Cabrera_CWS","Jason Kipnis_CLE","Adrian Beltre_TEX","Jake Lamb_ARI","Christian Yelich_MIA","Matt Carpenter_STL","Aledmys Diaz_STL","Adam Jones_BAL","Matt Szczur_SD","AJ Pollock_ARI","Cody Bellinger_LAD","Jedd Gyorko_STL","Max Kepler_MIN","Carlos Santana_CLE","Jose Ramirez_CLE","Keon Broxton_MIL","Carlos Gomez_TEX","Ryan Schimpf_SD","Elvis Andrus_TEX","Nicholas Castellanos_DET","Andrew McCutchen_PIT","Justin Turner_LAD","Stephen Piscotty_STL","Matt Wieters_WAS","Avisail Garcia_CWS","Brad Miller_TB","Pablo Sandoval_BOS","Joey Gallo_TEX","Yasmany Tomas_ARI","Victor Martinez_DET","Chris Owings_ARI","Gregory Polanco_PIT","Yasiel Puig_LAD","Yasmani Grandal_LAD","Marcell Ozuna_MIA","Michael Taylor_WAS","Adam Lind_WAS","Robbie Grossman_MIN","Kennys Vargas_MIN","Matt Davidson_CWS","Troy Tulowitzki_TOR","Steven Souza_TB","Eric Hosmer_KC","Brock Holt_BOS","Shin-Soo Choo_TEX","Nomar Mazara_TEX","Logan Forsythe_LAD","Joc Pederson_LAD","Kolten Wong_STL","Tyler Saladino_CWS","Eddie Rosario_MIN","Byron Buxton_MIN","Devon Travis_TOR","Lorenzo Cain_KC","Wilson Ramos_TB","Kevin Kiermaier_TB","Mike Moustakas_KC","Salvador Perez_KC","Hernan Perez_MIL","Travis Shaw_MIL","Mitch Moreland_BOS","Mike Napoli_TEX","David Peralta_ARI","Randal Grichuk_STL","JT Realmuto_MIA","Jonathan Schoop_BAL","Joe Mauer_MIN","Jorge Polanco_MIN","Kendrys Morales_TOR","Colby Rasmus_TB","Corey Dickerson_TB","Alex Gordon_KC","Orlando Arcia_MIL","Chris Young_BOS","Jonathan Lucroy_TEX","Yangervis Solarte_SD","Delino DeShields_TEX","Manuel Margot_SD","Adrian Gonzalez_LAD","Martin Prado_MIA","Welington Castillo_BAL","Tim Anderson_CWS","Russell Martin_TOR","Justin Smoak_TOR","Logan Morrison_TB","Matt Duffy_TB","Brandon Moss_KC","Jorge Soler_KC","Domingo Santana_MIL","Nick Franklin_MIL","Alex Dickerson_SD","Hunter Renfroe_SD","Brandon Drury_ARI","Chase Utley_LAD","Franklin Gutierrez_LAD","Josh Harrison_PIT","Josh Bell_PIT","Seth Smith_BAL","Stephen Drew_WAS","Steve Pearce_TOR","Tyler Naquin_CLE","Whit Merrifield_KC","Jesus Aguilar_MIL","Sandy Leon_BOS","Chase d'Arnaud_BOS","Steve Selsky_BOS","Jurickson Profar_TEX","Cory Spangenberg_SD","Alex Avila_DET","Andrew Toles_LAD","Yadier Molina_STL","Justin Bour_MIA","Hyun Soo Kim_BAL","Wilmer Difo_WAS","Charlie Tilson_CWS","Leury Garcia_CWS","Kevin Pillar_TOR","Marco Hernandez_BOS","Jeremy Hazelbaker_ARI","Chris Taylor_LAD","Alen Hanson_PIT","Jhonny Peralta_STL","Derek Dietrich_MIA","Trey Mancini_BAL","Eduardo Escobar_MIN","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Alcides Escobar_KC","Tim Beckham_TB","Cheslor Cuthbert_KC","Paulo Orlando_KC","Billy Burns_KC","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Robinson Chirinos_TEX","Travis Jankowski_SD","Chris Herrmann_ARI","Trayce Thompson_LAD","Austin Barnes_LAD","Tommy Pham_STL","Matt Adams_STL","Craig Gentry_BAL","Chris Heisey_WAS","Jason Castro_MIN","Brandon Guyer_CLE","Bradley Zimmer_CLE","Jake Bauers_TB","Jorge Bonifacio_KC","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Pete Kozma_TEX","Brett Nicholas_TEX","Socrates Brito_ARI","JaCoby Jones_DET","James McCann_DET","Rob Segedin_LAD","Brian Goodwin_WAS","JJ Hardy_BAL","Chris Gimenez_MIN","Dalton Pompey_TOR","Rowdy Tellez_TOR","Mallex Smith_TB","Peter Bourjos_TB","Derek Norris_TB","Manny Pina_MIL","Ryan Rua_TEX","Gregor Blanco_ARI","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Andre Ethier_LAD","Francisco Cervelli_PIT","David Freese_PIT","Jordy Mercer_PIT","Adam Frazier_PIT","Destin Hood_MIA","Harrison Bader_STL","Joey Rickard_BAL","Jose Lobaton_WAS","Rafael Bautista_WAS","Jacob May_CWS","Austin Jackson_CLE","Yan Gomes_CLE","Rickie Weeks_TB","Ryan O'Hearn_KC","Jett Bandy_MIL","Christian Bethancourt_SD","Austin Hedges_SD","Jose Iglesias_DET","Scott Van Slyke_LAD","Kike Hernandez_LAD","John Jaso_PIT","Danny Ortiz_PIT","Kevin Newman_PIT","Ichiro Suzuki_MIA","Jose Martinez_STL","Tyler Moore_MIA","Miguel Rojas_MIA","Cody Asche_CWS","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Giovanny Urshela_CLE","Chris Coghlan_TOR","Ryan Goins_TOR","Curt Casali_TB","Terrance Gore_KC","Hanser Alberto_TEX","Erick Aybar_SD","Jim Adduci_DET","Andrew Romine_DET","Jose Osuna_PIT","Adeiny Hechavarria_MIA","Greg Garcia_STL","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Ehire Adrianza_MIN","Yandy Diaz_CLE","Peter O'Brien_KC","Jesus Sucre_TB","Daniel Robertson_TB","Christian Colon_KC","Luis Sardinas_SD","Allen Cordoba_SD","Chris Iannetta_ARI","Chris Bostick_PIT","AJ Ellis_MIA","Magneuris Sierra_STL","Francisco Pena_BAL","Ryan Flaherty_BAL","Yolmer Sanchez_CWS","Roberto Perez_CLE","Jabari Blash_SD","Daniel Descalso_ARI","Elias Diaz_PIT","Phil Gosselin_PIT","Max Moroff_PIT","JT Riddle_MIA","Carson Kelly_STL","Caleb Joseph_BAL","Kevan Smith_CWS","Darwin Barney_TOR","Raul Mondesi_KC","Hector Sanchez_SD","Nick Ahmed_ARI","Eric Fryer_STL","Grant Green_WAS","Luke Maile_TOR","Michael Martinez_CLE","Shane Peterson_TB","Drew Robinson_TEX","Gift Ngoepe_PIT","Jeff Mathis_ARI","Brett Eibner_LAD","Chris Stewart_PIT","John Bormann_PIT","Zack Collins_CWS","Mike Ohlman_TOR","Drew Butera_KC","Luis Torrens_SD"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8875661375661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6520833333334,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1446153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5326086956521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.98731884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.572727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.8653846153846,0,0,0,0,13.1818181818182,0,9.2,0,0,0,0,0,0,0,0,0,13.1333333333333,0,0,19.5769230769231,0,0,0,0,0,0,-5.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,5.21969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.26190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31397849462366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.63448275862069,0,1.80689655172414,0,0,0,0,0,0,0,0,81.2903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04131054131054,-4.69211822660098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99074074074074,0,0,0,0,0,0,0,0,0,0,0,0,9.26666666666667,0,11.0238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-2.90579710144928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83549783549784,0,0,0,0,0,-13.4891304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5433333333333,0,30.606884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4558823529411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0357142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.375,0,0,0,0,0,0,0,2.1043956043956,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17142857142857,12.1738095238095,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2590579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.32478632478632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.4433333333333,0,0,0,0,0,-6.18769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.606884057971,0,96.3214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27489177489177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.888888888888889,0,0,0,0,0,0,0,-7.52857142857143,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.78079710144928,0,0,0,0,0,0,0,0,0,0,35.8433333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.9928571428571,1.95238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42279411764706,-2.07272727272727,5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.16096866096866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,0,60.6674876847291,4.53754940711462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.481617647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.0434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3785714285714,0,0,0,0,0,0,0,0,0,0,4.53754940711462,58.3894927536232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27450980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33374384236453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14102564102564,0,0,0,0,0,0,36.2227011494252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.7367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2920227920228,0,0,0,0,0,0,0,0,0,0,-6.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-5.01666666666667,0,0,0,0,0,0,0,0,0,0,0,0,13.6470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8823529411765,0,0,0,0,0,0,0,0,0,0,0,0,-2.49632352941176,2.84285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73626373626374,5.64705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.8571428571429,0,0,0,0,0,0,0,35.4038461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.7472527472527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5238095238095,0,0,0,0,0,0,0,0,0,16.1346153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0705128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
